sessionID,session_title,conference_title,date,year,ordinal,participantID,fname,mname,lname,full
127,Reading: Peter Carey,Worklife/Lifework,3/20/2001,2001,32nd,208,Peter,,Carey,Peter Carey
128,Panel: The Editor's Work,Worklife/Lifework,3/21/2001,2001,32nd,83,Gary,,Fisketjon,Gary Fisketjon
128,Panel: The Editor's Work,Worklife/Lifework,3/21/2001,2001,32nd,129,Joy,,Williams,Joy Williams
128,Panel: The Editor's Work,Worklife/Lifework,3/21/2001,2001,32nd,142,Kent,,Haruf,Kent Haruf
128,Panel: The Editor's Work,Worklife/Lifework,3/21/2001,2001,32nd,208,Peter,,Carey,Peter Carey
129,Reading: Joy Williams,Worklife/Lifework,3/21/2001,2001,32nd,129,Joy,,Williams,Joy Williams
130,Reading: Kent Haruf,Worklife/Lifework,3/21/2001,2001,32nd,142,Kent,,Haruf,Kent Haruf
131,Panel: The Heart of the Work,Worklife/Lifework,3/22/2001,2001,32nd,129,Joy,,Williams,Joy Williams
131,Panel: The Heart of the Work,Worklife/Lifework,3/22/2001,2001,32nd,195,Natasha,,Trethewey,Natasha Trethewey
131,Panel: The Heart of the Work,Worklife/Lifework,3/22/2001,2001,32nd,200,Ofelia,,Zepeda,Ofelia Zepeda
132,Reading: Natasha Trethewey,Worklife/Lifework,3/22/2001,2001,32nd,195,Natasha,,Trethewey,Natasha Trethewey
134,Reading: Ofelia Zepeda,Worklife/Lifework,3/23/2001,2001,32nd,200,Ofelia,,Zepeda,Ofelia Zepeda
135,Panel: Vietnam Shadows,Writing War,3/21/2000,2000,31st,21,Arnold,,Isaacs,Arnold Isaacs
135,Panel: Vietnam Shadows,Writing War,3/21/2000,2000,31st,26,Barbara,,Sonneborn,Barbara Sonneborn
135,Panel: Vietnam Shadows,Writing War,3/21/2000,2000,31st,117,John,,Balaban,John Balaban
135,Panel: Vietnam Shadows,Writing War,3/21/2000,2000,31st,227,Robert,Olen,Butler,Robert Olen Butler
136,Reading: Robert Olen Butler,Writing War,3/21/2000,2000,31st,227,Robert,Olen,Butler,Robert Olen Butler
137,Panel: Imagining the Enemy,Writing War,3/22/2000,2000,31st,26,Barbara,,Sonneborn,Barbara Sonneborn
137,Panel: Imagining the Enemy,Writing War,3/22/2000,2000,31st,96,Helen,,Fremont,Helen Fremont
137,Panel: Imagining the Enemy,Writing War,3/22/2000,2000,31st,117,John,,Balaban,John Balaban
137,Panel: Imagining the Enemy,Writing War,3/22/2000,2000,31st,159,Louis,,Simpson,Louis Simpson
137,Panel: Imagining the Enemy,Writing War,3/22/2000,2000,31st,227,Robert,Olen,Butler,Robert Olen Butler
138,Reading: Helen Fremont,Writing War,3/22/2000,2000,31st,96,Helen,,Fremont,Helen Fremont
139,Reading: Louis Simpson,Writing War,3/22/2000,2000,31st,159,Louis,,Simpson,Louis Simpson
140,Panel: Who is the Enemy,Writing War,3/23/2000,2000,31st,64,Eavan,,Boland,Eavan Boland
140,Panel: Who is the Enemy,Writing War,3/23/2000,2000,31st,92,Ha,,Jin,Ha Jin
140,Panel: Who is the Enemy,Writing War,3/23/2000,2000,31st,96,Helen,,Fremont,Helen Fremont
140,Panel: Who is the Enemy,Writing War,3/23/2000,2000,31st,159,Louis,,Simpson,Louis Simpson
140,Panel: Who is the Enemy,Writing War,3/23/2000,2000,31st,264,Tessa,,Bridal,Tessa Bridal
141,Reading: Tessa Bridal,Writing War,3/23/2000,2000,31st,264,Tessa,,Bridal,Tessa Bridal
142,Reading: Eavan Boland,Writing War,3/23/2000,2000,31st,64,Eavan,,Boland,Eavan Boland
143,Panel: Writing War: Reflections and Responses,Writing War,3/24/2000,2000,31st,21,Arnold,,Isaacs,Arnold Isaacs
143,Panel: Writing War: Reflections and Responses,Writing War,3/24/2000,2000,31st,64,Eavan,,Boland,Eavan Boland
143,Panel: Writing War: Reflections and Responses,Writing War,3/24/2000,2000,31st,92,Ha,,Jin,Ha Jin
144,Reading: Arnold Isaacs,Writing War,3/24/2000,2000,31st,21,Arnold,,Isaacs,Arnold Isaacs
145,Reading: Ha Jin,Writing War,3/24/2000,2000,31st,92,Ha,,Jin,Ha Jin
146,Panel: Defining the Sacred,Expressing the Sacred,3/16/1999,1999,30th,127,Joseph,,Bruchac,Joseph Bruchac
146,Panel: Defining the Sacred,Expressing the Sacred,3/16/1999,1999,30th,171,Mark,,Doty,Mark Doty
146,Panel: Defining the Sacred,Expressing the Sacred,3/16/1999,1999,30th,263,Terry,Tempest,Williams,Terry Tempest Williams
147,Reading: Joseph Bruchac,Expressing the Sacred,3/16/1999,1999,30th,127,Joseph,,Bruchac,Joseph Bruchac
148,Reading: Terry Tempest Williams,Expressing the Sacred,3/16/1999,1999,30th,263,Terry,Tempest,Williams,Terry Tempest Williams
149,Panel: Faith and the Sacred,Expressing the Sacred,3/17/1999,1999,30th,127,Joseph,,Bruchac,Joseph Bruchac
149,Panel: Faith and the Sacred,Expressing the Sacred,3/17/1999,1999,30th,171,Mark,,Doty,Mark Doty
149,Panel: Faith and the Sacred,Expressing the Sacred,3/17/1999,1999,30th,224,Robert,,Clark,Robert Clark
149,Panel: Faith and the Sacred,Expressing the Sacred,3/17/1999,1999,30th,263,Terry,Tempest,Williams,Terry Tempest Williams
150,Reading: Mark Doty,Expressing the Sacred,3/17/1999,1999,30th,171,Mark,,Doty,Mark Doty
151,Reading: Robert Clark,Expressing the Sacred,3/17/1999,1999,30th,224,Robert,,Clark,Robert Clark
152,Panel: Art and the Sacred,Expressing the Sacred,3/18/1999,1999,30th,81,Galway,,Kinnell,Galway Kinnell
152,Panel: Art and the Sacred,Expressing the Sacred,3/18/1999,1999,30th,210,Peter,,Matthiessen,Peter Matthiessen
152,Panel: Art and the Sacred,Expressing the Sacred,3/18/1999,1999,30th,224,Robert,,Clark,Robert Clark
152,Panel: Art and the Sacred,Expressing the Sacred,3/18/1999,1999,30th,235,Ruhama,,Veltfort,Ruhama Veltfort
152,Panel: Art and the Sacred,Expressing the Sacred,3/18/1999,1999,30th,280,Victor,,"Masayesva, Jr.","Victor Masayesva, Jr."
153,"Reading: Victor Masayesva, Jr.",Expressing the Sacred,3/18/1999,1999,30th,280,Victor,,"Masayesva, Jr.","Victor Masayesva, Jr."
154,Reading: Galway Kinnell,Expressing the Sacred,3/18/1999,1999,30th,81,Galway,,Kinnell,Galway Kinnell
155,Panel: Politics and the Sacred,Expressing the Sacred,3/19/1999,1999,30th,210,Peter,,Matthiessen,Peter Matthiessen
155,Panel: Politics and the Sacred,Expressing the Sacred,3/19/1999,1999,30th,235,Ruhama,,Veltfort,Ruhama Veltfort
155,Panel: Politics and the Sacred,Expressing the Sacred,3/19/1999,1999,30th,280,Victor,,"Masayesva, Jr.","Victor Masayesva, Jr."
156,Reading: Ruhama Veltfort,Expressing the Sacred,3/19/1999,1999,30th,235,Ruhama,,Veltfort,Ruhama Veltfort
157,Reading: Peter Matthiessen,Expressing the Sacred,3/19/1999,1999,30th,210,Peter,,Matthiessen,Peter Matthiessen
158,Panel: What Went Down,the use of [HISTORY],3/24/1998,1998,29th,22,Arnost,,Lustig,Arnost Lustig
158,Panel: What Went Down,the use of [HISTORY],3/24/1998,1998,29th,125,Josef,,Skvorecky,Josef Skvorecky
159,Reading: Susan Yuzna,the use of [HISTORY],3/24/1998,1998,29th,259,Susan,,Yuzna,Susan Yuzna
160,Reading: Josef Skvorecky,the use of [HISTORY],3/24/1998,1998,29th,125,Josef,,Skvorecky,Josef Skvorecky
161,Panel: Using the Histories of Others,the use of [HISTORY],3/25/1998,1998,29th,22,Arnost,,Lustig,Arnost Lustig
161,Panel: Using the Histories of Others,the use of [HISTORY],3/25/1998,1998,29th,125,Josef,,Skvorecky,Josef Skvorecky
161,Panel: Using the Histories of Others,the use of [HISTORY],3/25/1998,1998,29th,203,Patricia,,Hampl,Patricia Hampl
161,Panel: Using the Histories of Others,the use of [HISTORY],3/25/1998,1998,29th,206,Paulette,,Jiles,Paulette Jiles
162,Reading: Patricia Hampl,the use of [HISTORY],3/25/1998,1998,29th,203,Patricia,,Hampl,Patricia Hampl
163,Reading: Arnost Lustig,the use of [HISTORY],3/25/1998,1998,29th,22,Arnost,,Lustig,Arnost Lustig
164,Panel: Burdens of American History,the use of [HISTORY],3/26/1998,1998,29th,118,John,,Hanson,John Hanson
164,Panel: Burdens of American History,the use of [HISTORY],3/26/1998,1998,29th,203,Patricia,,Hampl,Patricia Hampl
164,Panel: Burdens of American History,the use of [HISTORY],3/26/1998,1998,29th,206,Paulette,,Jiles,Paulette Jiles
165,Reading: Paulette Jiles,the use of [HISTORY],3/26/1998,1998,29th,206,Paulette,,Jiles,Paulette Jiles
166,Reading: Toi Derricotte,the use of [HISTORY],3/26/1998,1998,29th,273,Toi,,Derricotte,Toi Derricotte
167,Panel: History and Genre,the use of [HISTORY],3/27/1998,1998,29th,25,August,,Wilson,August Wilson
167,Panel: History and Genre,the use of [HISTORY],3/27/1998,1998,29th,118,John,,Hanson,John Hanson
167,Panel: History and Genre,the use of [HISTORY],3/27/1998,1998,29th,259,Susan,,Yuzna,Susan Yuzna
167,Panel: History and Genre,the use of [HISTORY],3/27/1998,1998,29th,273,Toi,,Derricotte,Toi Derricotte
168,Reading: John Hanson,the use of [HISTORY],3/27/1998,1998,29th,118,John,,Hanson,John Hanson
169,Reading: Annick Smith,Writing Nature: The Nature of Writing,3/18/1997,1997,28th,19,Annick,,Smith,Annick Smith
170,Reading: Garrett Hongo,Writing Nature: The Nature of Writing,3/18/1997,1997,28th,82,Garrett,,Hongo,Garrett Hongo
171,Panel: Nature and the North American West,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,19,Annick,,Smith,Annick Smith
171,Panel: Nature and the North American West,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,82,Garrett,,Hongo,Garrett Hongo
171,Panel: Nature and the North American West,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,181,Meeka,,Walsh,Meeka Walsh
172,Reading: Meeka Walsh,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,181,Meeka,,Walsh,Meeka Walsh
173,Reading: Bill McKibben,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,31,Bill,,McKibben,Bill McKibben
174,Panel: The End of Nature Debate,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,19,Annick,,Smith,Annick Smith
174,Panel: The End of Nature Debate,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,31,Bill,,McKibben,Bill McKibben
174,Panel: The End of Nature Debate,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,82,Garrett,,Hongo,Garrett Hongo
174,Panel: The End of Nature Debate,Writing Nature: The Nature of Writing,3/19/1997,1997,28th,181,Meeka,,Walsh,Meeka Walsh
175,Reading: Linda Hogen,Writing Nature: The Nature of Writing,3/20/1997,1997,28th,153,Linda,,Hogen,Linda Hogen
176,Reading: David Treuer,Writing Nature: The Nature of Writing,3/20/1997,1997,28th,55,David,,Treuer,David Treuer
177,Panel: Writing Nature,Writing Nature: The Nature of Writing,3/20/1997,1997,28th,31,Bill,,McKibben,Bill McKibben
177,Panel: Writing Nature,Writing Nature: The Nature of Writing,3/20/1997,1997,28th,55,David,,Treuer,David Treuer
177,Panel: Writing Nature,Writing Nature: The Nature of Writing,3/20/1997,1997,28th,256,Susan,,Griffin,Susan Griffin
178,Reading: Susan Griffin,Writing Nature: The Nature of Writing,3/21/1997,1997,28th,256,Susan,,Griffin,Susan Griffin
179,Reading: Bill Morissey,Writing Nature: The Nature of Writing,3/21/1997,1997,28th,32,Bill,,Morissey,Bill Morissey
180,Panel: The Nature of Writing,Writing Nature: The Nature of Writing,3/21/1997,1997,28th,32,Bill,,Morissey,Bill Morissey
180,Panel: The Nature of Writing,Writing Nature: The Nature of Writing,3/21/1997,1997,28th,55,David,,Treuer,David Treuer
180,Panel: The Nature of Writing,Writing Nature: The Nature of Writing,3/21/1997,1997,28th,153,Linda,,Hogen,Linda Hogen
180,Panel: The Nature of Writing,Writing Nature: The Nature of Writing,3/21/1997,1997,28th,256,Susan,,Griffin,Susan Griffin
181,Reading: Rosellen Brown,Living in America,4/9/1996,1996,27th,234,Rosellen,,Brown,Rosellen Brown
182,Reading: Li-Young Lee,Living in America,4/10/1996,1996,27th,154,Li-Young,,Lee,Li-Young Lee
183,Panel: Writing Lives,Living in America,4/10/1996,1996,27th,53,David,,Mura,David Mura
183,Panel: Writing Lives,Living in America,4/10/1996,1996,27th,154,Li-Young,,Lee,Li-Young Lee
183,Panel: Writing Lives,Living in America,4/10/1996,1996,27th,234,Rosellen,,Brown,Rosellen Brown
184,Reading: David Mura,Living in America,4/10/1996,1996,27th,53,David,,Mura,David Mura
185,Panel: People and Nature,Living in America,4/11/1996,1996,27th,205,Pattiann,,Rogers,Pattiann Rogers
185,Panel: People and Nature,Living in America,4/11/1996,1996,27th,257,Susan,,Power,Susan Power
186,Reading: Pattiann Rogers,Living in America,4/11/1996,1996,27th,205,Pattiann,,Rogers,Pattiann Rogers
187,Reading: Susan Power,Living in America,4/11/1996,1996,27th,257,Susan,,Power,Susan Power
188,Panel: Writing Your Place,Living in America,4/12/1996,1996,27th,122,Jon,,Hassler,Jon Hassler
188,Panel: Writing Your Place,Living in America,4/12/1996,1996,27th,260,Sydney,,Lea,Sydney Lea
189,Reading: Sydney Lea,Living in America,4/12/1996,1996,27th,260,Sydney,,Lea,Sydney Lea
190,Reading: Jon Hassler,Living in America,4/12/1996,1996,27th,122,Jon,,Hassler,Jon Hassler
191,Reading: Tim O'Brien,States of the Art,3/22/1995,1995,26th,270,Tim,,O’Brien,Tim O’Brien
192,Reading: Bharati Mukherjee,States of the Art,3/23/1995,1995,26th,29,Bharati,,Mukherjee,Bharati Mukherjee
193,Panel: States of the Art,States of the Art,3/23/1995,1995,26th,29,Bharati,,Mukherjee,Bharati Mukherjee
193,Panel: States of the Art,States of the Art,3/23/1995,1995,26th,249,Sharon,,Olds,Sharon Olds
193,Panel: States of the Art,States of the Art,3/23/1995,1995,26th,270,Tim,,O’Brien,Tim O’Brien
194,Reading: Sharon Olds,States of the Art,3/23/1995,1995,26th,249,Sharon,,Olds,Sharon Olds
195,Reading: Sherman Alexie,States of the Art,3/24/1995,1995,26th,250,Sherman,,Alexie,Sherman Alexie
196,Reading: Marge Piercy,States of the Art,3/24/1995,1995,26th,167,Marge,,Piercy,Marge Piercy
197,Reading: Yusef Komunyakaa,States of the Art,3/25/1995,1995,26th,290,Yusef,,Komunyakaa,Yusef Komunyakaa
198,Panel,States of the Art,3/24/1995,1995,26th,87,Gordon,,"Henry, Jr.","Gordon Henry, Jr."
198,Panel,States of the Art,3/24/1995,1995,26th,290,Yusef,,Komunyakaa,Yusef Komunyakaa
200,Reading: John Stone,Homelands,4/6/1994,1994,25th,120,John,,Stone,John Stone
201,Reading: Jervey Tervalon,Homelands,4/6/1994,1994,25th,111,Jervey,,Tervalon,Jervey Tervalon
202,Panel,Homelands,4/7/1994,1994,25th,105,James,,Whitehead,James Whitehead
202,Panel,Homelands,4/7/1994,1994,25th,111,Jervey,,Tervalon,Jervey Tervalon
202,Panel,Homelands,4/7/1994,1994,25th,120,John,,Stone,John Stone
202,Panel,Homelands,4/7/1994,1994,25th,241,Sandra,,Benitez,Sandra Benitez
203,Reading: James Whitehead,Homelands,4/7/1994,1994,25th,105,James,,Whitehead,James Whitehead
204,Reading: Sandra Benitez,Homelands,4/7/1994,1994,25th,241,Sandra,,Benitez,Sandra Benitez
205,Panel,Homelands,4/8/1994,1994,25th,3,Adrian,,Louis,Adrian Louis
205,Panel,Homelands,4/8/1994,1994,25th,123,Jonis,,Agee,Jonis Agee
205,Panel,Homelands,4/8/1994,1994,25th,146,Larry,,Watson,Larry Watson
206,Reading: Adrian Louis,Homelands,4/8/1994,1994,25th,3,Adrian,,Louis,Adrian Louis
207,Reading: Jonis Agee,Homelands,4/8/1994,1994,25th,123,Jonis,,Agee,Jonis Agee
208,Panel,Homelands,4/9/1994,1994,25th,105,James,,Whitehead,James Whitehead
208,Panel,Homelands,4/9/1994,1994,25th,123,Jonis,,Agee,Jonis Agee
208,Panel,Homelands,4/9/1994,1994,25th,146,Larry,,Watson,Larry Watson
209,Reading: Larry Watson,Homelands,4/9/1994,1994,25th,146,Larry,,Watson,Larry Watson
210,Panel,La Literatura: Contemporary Latino/Latina Writing,3/24/1993,1993,24th,67,Ed,,Vega,Ed Vega
210,Panel,La Literatura: Contemporary Latino/Latina Writing,3/24/1993,1993,24th,77,Francisco,,Goldman,Francisco Goldman
210,Panel,La Literatura: Contemporary Latino/Latina Writing,3/24/1993,1993,24th,86,Gloria,,Anzaldua,Gloria Anzaldua
210,Panel,La Literatura: Contemporary Latino/Latina Writing,3/24/1993,1993,24th,191,Monica,,Bortero,Monica Bortero
211,Reading: Gloria Anzaldua,La Literatura: Contemporary Latino/Latina Writing,3/24/1993,1993,24th,86,Gloria,,Anzaldua,Gloria Anzaldua
212,Reading: Francisco Goldman,La Literatura: Contemporary Latino/Latina Writing,3/24/1993,1993,24th,77,Francisco,,Goldman,Francisco Goldman
213,Panel: Presence of the Literary Past,La Literatura: Contemporary Latino/Latina Writing,3/23/1993,1993,24th,16,Ana,,Castillo,Ana Castillo
213,Panel: Presence of the Literary Past,La Literatura: Contemporary Latino/Latina Writing,3/23/1993,1993,24th,67,Ed,,Vega,Ed Vega
213,Panel: Presence of the Literary Past,La Literatura: Contemporary Latino/Latina Writing,3/23/1993,1993,24th,160,Luisa,,Valenzuela,Luisa Valenzuela
213,Panel: Presence of the Literary Past,La Literatura: Contemporary Latino/Latina Writing,3/23/1993,1993,24th,175,Martin,,Espada,Martin Espada
214,Reading: Ana Castillo,La Literatura: Contemporary Latino/Latina Writing,3/25/1993,1993,24th,16,Ana,,Castillo,Ana Castillo
215,Reading: Ed Vega,La Literatura: Contemporary Latino/Latina Writing,3/25/1993,1993,24th,67,Ed,,Vega,Ed Vega
216,Panel: The Geographies of Language,La Literatura: Contemporary Latino/Latina Writing,3/26/1993,1993,24th,16,Ana,,Castillo,Ana Castillo
216,Panel: The Geographies of Language,La Literatura: Contemporary Latino/Latina Writing,3/26/1993,1993,24th,160,Luisa,,Valenzuela,Luisa Valenzuela
216,Panel: The Geographies of Language,La Literatura: Contemporary Latino/Latina Writing,3/26/1993,1993,24th,175,Martin,,Espada,Martin Espada
217,Reading: Martin Espada,La Literatura: Contemporary Latino/Latina Writing,3/26/1993,1993,24th,175,Martin,,Espada,Martin Espada
218,Reading: Luisa Valenzuela,La Literatura: Contemporary Latino/Latina Writing,3/26/1993,1993,24th,160,Luisa,,Valenzuela,Luisa Valenzuela
219,Panel,A Festival of Publishers and Writers,3/17/1992,1992,23rd,54,David,,Pichaske,David Pichaske
219,Panel,A Festival of Publishers and Writers,3/17/1992,1992,23rd,152,Linda,,Hasselstrom,Linda Hasselstrom
219,Panel,A Festival of Publishers and Writers,3/17/1992,1992,23rd,174,Mark,,Vinz,Mark Vinz
219,Panel,A Festival of Publishers and Writers,3/17/1992,1992,23rd,268,Thom,,Tammaro,Thom Tammaro
220,Reading: Regional Authors,A Festival of Publishers and Writers,3/17/1992,1992,23rd,54,David,,Pichaske,David Pichaske
220,Reading: Regional Authors,A Festival of Publishers and Writers,3/17/1992,1992,23rd,174,Mark,,Vinz,Mark Vinz
220,Reading: Regional Authors,A Festival of Publishers and Writers,3/17/1992,1992,23rd,268,Thom,,Tammaro,Thom Tammaro
221,Reading: Linda Hasselstrom,A Festival of Publishers and Writers,3/17/1992,1992,23rd,152,Linda,,Hasselstrom,Linda Hasselstrom
222,Panel,A Festival of Publishers and Writers,3/18/1992,1992,23rd,11,Allan,,Kornblum,Allan Kornblum
222,Panel,A Festival of Publishers and Writers,3/18/1992,1992,23rd,72,Emilie,,Buchwald,Emilie Buchwald
222,Panel,A Festival of Publishers and Writers,3/18/1992,1992,23rd,156,Lon,,Otto,Lon Otto
222,Panel,A Festival of Publishers and Writers,3/18/1992,1992,23rd,178,Maura,,Stanton,Maura Stanton
223,Reading: Lon Otto,A Festival of Publishers and Writers,3/18/1992,1992,23rd,156,Lon,,Otto,Lon Otto
224,Reading: Maura Stanton,A Festival of Publishers and Writers,3/18/1992,1992,23rd,178,Maura,,Stanton,Maura Stanton
225,Panel,A Festival of Publishers and Writers,3/19/1992,1992,23rd,61,Diane,,Glancy,Diane Glancy
225,Panel,A Festival of Publishers and Writers,3/19/1992,1992,23rd,113,Jim,,Perlman,Jim Perlman
225,Panel,A Festival of Publishers and Writers,3/19/1992,1992,23rd,261,Ted,,Kooser,Ted Kooser
225,Panel,A Festival of Publishers and Writers,3/19/1992,1992,23rd,286,William,,Kloefkorn,William Kloefkorn
226,Reading: Diane Glancy,A Festival of Publishers and Writers,3/19/1992,1992,23rd,61,Diane,,Glancy,Diane Glancy
227,Reading: William Kloefkorn,A Festival of Publishers and Writers,3/19/1992,1992,23rd,286,William,,Kloefkorn,William Kloefkorn
228,Panel,A Festival of Publishers and Writers,3/20/1992,1992,23rd,38,Carol,,Bly,Carol Bly
228,Panel,A Festival of Publishers and Writers,3/20/1992,1992,23rd,261,Ted,,Kooser,Ted Kooser
228,Panel,A Festival of Publishers and Writers,3/20/1992,1992,23rd,286,William,,Kloefkorn,William Kloefkorn
229,Reading: Ted Kooser,A Festival of Publishers and Writers,3/20/1992,1992,23rd,261,Ted,,Kooser,Ted Kooser
230,Reading: Carol Bly,A Festival of Publishers and Writers,3/20/1992,1992,23rd,38,Carol,,Bly,Carol Bly
231,Panel,The Literatures of Canada,3/19/1991,1991,22nd,56,David,,Williamson,David Williamson
231,Panel,The Literatures of Canada,3/19/1991,1991,22nd,62,Di,,Brandt,Di Brandt
231,Panel,The Literatures of Canada,3/19/1991,1991,22nd,279,Ven,,Begamudre,Ven Begamudre
232,Reading: Ven Begamudre,The Literatures of Canada,3/19/1991,1991,22nd,279,Ven,,Begamudre,Ven Begamudre
233,Reading: David Williamson and Di Brandt,The Literatures of Canada,3/19/1991,1991,22nd,56,David,,Williamson,David Williamson
233,Reading: David Williamson and Di Brandt,The Literatures of Canada,3/19/1991,1991,22nd,62,Di,,Brandt,Di Brandt
234,Panel,The Literatures of Canada,3/20/1991,1991,22nd,40,Carol,,Shields,Carol Shields
234,Panel,The Literatures of Canada,3/20/1991,1991,22nd,63,Dorothy,,Livesay,Dorothy Livesay
234,Panel,The Literatures of Canada,3/20/1991,1991,22nd,162,Madeline,,Gagnon,Madeline Gagnon
234,Panel,The Literatures of Canada,3/20/1991,1991,22nd,186,Michael,,Ondaatje,Michael Ondaatje
235,Reading: Carol Shields,The Literatures of Canada,3/20/1991,1991,22nd,40,Carol,,Shields,Carol Shields
236,Reading: Michael Ondaatje,The Literatures of Canada,3/20/1991,1991,22nd,186,Michael,,Ondaatje,Michael Ondaatje
237,Panel: Writing in Time of War,The Literatures of Canada,3/21/1991,1991,22nd,40,Carol,,Shields,Carol Shields
237,Panel: Writing in Time of War,The Literatures of Canada,3/21/1991,1991,22nd,52,David,,Arnason,David Arnason
237,Panel: Writing in Time of War,The Literatures of Canada,3/21/1991,1991,22nd,144,Kristjana,,Gunnars,Kristjana Gunnars
237,Panel: Writing in Time of War,The Literatures of Canada,3/21/1991,1991,22nd,231,Roch,,Carrier,Roch Carrier
238,Reading: Dorothy Livesay and Madeline Gagnon,The Literatures of Canada,3/21/1991,1991,22nd,63,Dorothy,,Livesay,Dorothy Livesay
238,Reading: Dorothy Livesay and Madeline Gagnon,The Literatures of Canada,3/21/1991,1991,22nd,162,Madeline,,Gagnon,Madeline Gagnon
239,Reading: Roch Carrier,The Literatures of Canada,3/22/1991,1991,22nd,231,Roch,,Carrier,Roch Carrier
240,Reading: David Arnason and Kristjana Gunnars,The Literatures of Canada,3/22/1991,1991,22nd,52,David,,Arnason,David Arnason
240,Reading: David Arnason and Kristjana Gunnars,The Literatures of Canada,3/22/1991,1991,22nd,144,Kristjana,,Gunnars,Kristjana Gunnars
241,Reading: William Kinsella,The Literatures of Canada,3/22/1991,1991,22nd,285,William,,Kinsella,William Kinsella
242,Panel: Leaving Home,The Literature of Immigration,3/20/1990,1990,21st,102,James,J.,McAuley,James J. McAuley
242,Panel: Leaving Home,The Literature of Immigration,3/20/1990,1990,21st,157,Lore,,Segal,Lore Segal
242,Panel: Leaving Home,The Literature of Immigration,3/20/1990,1990,21st,251,Solveig,,Zempel,Solveig Zempel
243,Reading: Lore Segal,The Literature of Immigration,3/20/1990,1990,21st,157,Lore,,Segal,Lore Segal
244,Panel: The Stranger in a Strange Land,The Literature of Immigration,3/21/1990,1990,21st,102,James,J.,McAuley,James J. McAuley
244,Panel: The Stranger in a Strange Land,The Literature of Immigration,3/21/1990,1990,21st,157,Lore,,Segal,Lore Segal
244,Panel: The Stranger in a Strange Land,The Literature of Immigration,3/21/1990,1990,21st,233,Ron,,Vossler,Ron Vossler
245,Reading: James J. McAuley,The Literature of Immigration,3/21/1990,1990,21st,102,James,J.,McAuley,James J. McAuley
246,Reading: Ron Vossler,The Literature of Immigration,3/21/1990,1990,21st,233,Ron,,Vossler,Ron Vossler
247,Panel: Exile,The Literature of Immigration,3/23/1990,1990,21st,134,Karen,,Karbo,Karen Karbo
247,Panel: Exile,The Literature of Immigration,3/23/1990,1990,21st,217,Reginald,,McKnight,Reginald McKnight
247,Panel: Exile,The Literature of Immigration,3/23/1990,1990,21st,289,Will,,Weaver,Will Weaver
248,Reading: Reginald McKnight,The Literature of Immigration,3/22/1990,1990,21st,217,Reginald,,McKnight,Reginald McKnight
249,Panel: A New Land,The Literature of Immigration,3/22/1990,1990,21st,134,Karen,,Karbo,Karen Karbo
249,Panel: A New Land,The Literature of Immigration,3/22/1990,1990,21st,217,Reginald,,McKnight,Reginald McKnight
249,Panel: A New Land,The Literature of Immigration,3/22/1990,1990,21st,289,Will,,Weaver,Will Weaver
250,Reading: Karen Karbo,The Literature of Immigration,3/23/1990,1990,21st,134,Karen,,Karbo,Karen Karbo
251,Reading: Will Weaver,The Literature of Immigration,3/23/1990,1990,21st,289,Will,,Weaver,Will Weaver
252,Panel: Landscapes,Circle of Many Colors,4/3/1989,1989,20th,91,Gretel,,Ehrlich,Gretel Ehrlich
252,Panel: Landscapes,Circle of Many Colors,4/3/1989,1989,20th,218,Richard,,Ford,Richard Ford
252,Panel: Landscapes,Circle of Many Colors,4/3/1989,1989,20th,272,Tobias,,Wolff,Tobias Wolff
253,Reading: Tobias Wolff,Circle of Many Colors,4/3/1989,1989,20th,272,Tobias,,Wolff,Tobias Wolff
254,"Panel: Sacred Ground, Sacred Words",Circle of Many Colors,4/4/1989,1989,20th,91,Gretel,,Ehrlich,Gretel Ehrlich
254,"Panel: Sacred Ground, Sacred Words",Circle of Many Colors,4/4/1989,1989,20th,218,Richard,,Ford,Richard Ford
254,"Panel: Sacred Ground, Sacred Words",Circle of Many Colors,4/4/1989,1989,20th,272,Tobias,,Wolff,Tobias Wolff
255,Reading: Gretel Ehrlich,Circle of Many Colors,4/4/1989,1989,20th,91,Gretel,,Ehrlich,Gretel Ehrlich
256,Reading: Richard Ford,Circle of Many Colors,4/4/1989,1989,20th,218,Richard,,Ford,Richard Ford
257,Reading: David Solheim,Circle of Many Colors,4/5/1989,1989,20th,51,Dave,,Solheim,Dave Solheim
258,Reading: N. Scott Momaday,Circle of Many Colors,4/5/1989,1989,20th,198,N.,Scott,Momaday,N. Scott Momaday
259,Reading: William Least Heat Moon,Circle of Many Colors,4/6/1989,1989,20th,287,William,,Least Heat Moon,William Least Heat Moon
261,"Panel: Sacred Ground, Sacred Words",Circle of Many Colors,4/6/1989,1989,20th,198,N.,Scott,Momaday,N. Scott Momaday
261,"Panel: Sacred Ground, Sacred Words",Circle of Many Colors,4/6/1989,1989,20th,287,William,,Least Heat Moon,William Least Heat Moon
